response,rt,scenario_type,word_type,response_binary,participant_id
r,476.19999998807907,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
u,333.9000000357628,depression,benign,0,R_4rHDTNQ0TLPg3iz
r,796.6999999880791,positive,threat,1,R_4rHDTNQ0TLPg3iz
u,388.5999999642372,anxiety,benign,0,R_4rHDTNQ0TLPg3iz
u,441.30000001192093,anxiety,threat,0,R_4rHDTNQ0TLPg3iz
u,429.80000001192093,anxiety,threat,0,R_4rHDTNQ0TLPg3iz
u,359.39999997615814,anxiety,benign,0,R_4rHDTNQ0TLPg3iz
u,406.10000002384186,depression,threat,0,R_4rHDTNQ0TLPg3iz
u,423.19999998807907,positive,benign,0,R_4rHDTNQ0TLPg3iz
u,511.2999999523163,positive,threat,0,R_4rHDTNQ0TLPg3iz
u,387.80000001192093,anxiety,threat,0,R_4rHDTNQ0TLPg3iz
u,363.0999999642372,positive,benign,0,R_4rHDTNQ0TLPg3iz
u,323.89999997615814,depression,benign,0,R_4rHDTNQ0TLPg3iz
u,336.0999999642372,positive,benign,0,R_4rHDTNQ0TLPg3iz
u,898.0,depression,threat,0,R_4rHDTNQ0TLPg3iz
u,361.19999998807907,anxiety,threat,0,R_4rHDTNQ0TLPg3iz
r,417.0999999642372,positive,benign,1,R_4rHDTNQ0TLPg3iz
r,409.80000001192093,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
r,875.3999999761581,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,345.2999999523163,anxiety,threat,1,R_4rHDTNQ0TLPg3iz
r,332.69999998807907,anxiety,threat,1,R_4rHDTNQ0TLPg3iz
r,368.5,depression,benign,1,R_4rHDTNQ0TLPg3iz
r,475.2999999523163,anxiety,threat,1,R_4rHDTNQ0TLPg3iz
r,356.7000000476837,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,512.0,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,358.4000000357628,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,351.30000001192093,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,345.5999999642372,depression,benign,1,R_4rHDTNQ0TLPg3iz
r,528.6999999880791,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,387.0,positive,benign,1,R_4rHDTNQ0TLPg3iz
r,333.39999997615814,positive,benign,1,R_4rHDTNQ0TLPg3iz
r,382.39999997615814,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,245.29999995231628,positive,benign,1,R_4rHDTNQ0TLPg3iz
r,295.10000002384186,depression,benign,1,R_4rHDTNQ0TLPg3iz
r,324.0,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,348.80000001192093,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,377.80000001192093,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,372.19999998807907,depression,threat,1,R_4rHDTNQ0TLPg3iz
r,358.80000001192093,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,267.30000001192093,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
r,333.7000000476837,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,345.0999999642372,anxiety,threat,1,R_4rHDTNQ0TLPg3iz
r,440.30000001192093,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
r,306.2999999523163,depression,benign,1,R_4rHDTNQ0TLPg3iz
r,301.5999999642372,anxiety,threat,1,R_4rHDTNQ0TLPg3iz
r,319.39999997615814,depression,benign,1,R_4rHDTNQ0TLPg3iz
r,415.69999998807907,positive,threat,1,R_4rHDTNQ0TLPg3iz
r,399.19999998807907,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
r,369.89999997615814,positive,benign,1,R_4rHDTNQ0TLPg3iz
r,470.2999999523163,depression,benign,1,R_4rHDTNQ0TLPg3iz
u,268.7000000476837,anxiety,benign,0,R_4rHDTNQ0TLPg3iz
u,313.2000000476837,depression,benign,0,R_4rHDTNQ0TLPg3iz
r,330.60000002384186,anxiety,benign,1,R_4rHDTNQ0TLPg3iz
u,375.80000001192093,positive,benign,0,R_4rHDTNQ0TLPg3iz
r,866.7999999970198,positive,benign,1,R_9x36NNwdNT2QnEB
r,1508.0999999940395,depression,threat,1,R_9x36NNwdNT2QnEB
r,841.2999999970198,depression,benign,1,R_9x36NNwdNT2QnEB
r,832.1999999880791,depression,threat,1,R_9x36NNwdNT2QnEB
r,1609.2999999970198,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,1126.8999999910593,depression,threat,1,R_9x36NNwdNT2QnEB
r,2790.7000000029802,positive,benign,1,R_9x36NNwdNT2QnEB
u,1513.8999999910593,depression,benign,0,R_9x36NNwdNT2QnEB
r,818.2999999970198,depression,threat,1,R_9x36NNwdNT2QnEB
r,1665.7000000029802,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,798.4000000059605,positive,benign,1,R_9x36NNwdNT2QnEB
r,934.9000000059605,depression,threat,1,R_9x36NNwdNT2QnEB
r,1371.5,positive,benign,1,R_9x36NNwdNT2QnEB
u,1244.9000000059605,depression,threat,0,R_9x36NNwdNT2QnEB
r,678.5999999940395,positive,benign,1,R_9x36NNwdNT2QnEB
r,752.2000000029802,positive,threat,1,R_9x36NNwdNT2QnEB
r,870.4000000059605,depression,threat,1,R_9x36NNwdNT2QnEB
u,2019.7999999970198,positive,benign,0,R_9x36NNwdNT2QnEB
r,1508.0999999940395,positive,benign,1,R_9x36NNwdNT2QnEB
r,857.5,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,830.3999999910593,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,1115.4000000059605,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,853.3000000119209,depression,threat,1,R_9x36NNwdNT2QnEB
u,2285.0999999940395,depression,benign,0,R_9x36NNwdNT2QnEB
r,602.2000000029802,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,1223.9000000059605,depression,benign,1,R_9x36NNwdNT2QnEB
r,671.6999999880791,depression,benign,1,R_9x36NNwdNT2QnEB
u,1160.5999999940395,anxiety,benign,0,R_9x36NNwdNT2QnEB
r,1377.699999988079,positive,threat,1,R_9x36NNwdNT2QnEB
r,1171.0,positive,threat,1,R_9x36NNwdNT2QnEB
u,1393.3999999910593,positive,threat,0,R_9x36NNwdNT2QnEB
r,1780.0,positive,threat,1,R_9x36NNwdNT2QnEB
r,2299.2999999970198,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,823.7000000029802,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,1339.2999999970198,positive,threat,1,R_9x36NNwdNT2QnEB
r,1124.5,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,843.2999999970198,positive,threat,1,R_9x36NNwdNT2QnEB
r,1368.2000000029802,depression,threat,1,R_9x36NNwdNT2QnEB
r,860.0999999940395,depression,benign,1,R_9x36NNwdNT2QnEB
r,694.7999999970198,depression,benign,1,R_9x36NNwdNT2QnEB
r,1450.0999999940395,depression,benign,1,R_9x36NNwdNT2QnEB
r,1844.9000000059605,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,915.2999999970198,depression,benign,1,R_9x36NNwdNT2QnEB
u,1085.8999999910593,anxiety,benign,0,R_9x36NNwdNT2QnEB
r,909.7000000029802,anxiety,benign,1,R_9x36NNwdNT2QnEB
r,816.8999999910593,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,1080.7999999970198,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,940.5999999940395,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,1094.0,positive,threat,1,R_9x36NNwdNT2QnEB
r,914.2999999970198,positive,benign,1,R_9x36NNwdNT2QnEB
r,824.5999999940395,positive,threat,1,R_9x36NNwdNT2QnEB
r,768.6000000089407,anxiety,threat,1,R_9x36NNwdNT2QnEB
r,1424.4000000059605,positive,benign,1,R_9x36NNwdNT2QnEB
u,1763.7000000029802,anxiety,threat,0,R_9x36NNwdNT2QnEB
u,1378.3999999761581,positive,benign,0,R_4DfI1n39Bzpi2xH
u,1354.1999999284744,depression,threat,0,R_4DfI1n39Bzpi2xH
r,1417.5,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,992.3999999761581,positive,threat,1,R_4DfI1n39Bzpi2xH
r,627.2000000476837,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1584.8000000715256,depression,threat,1,R_4DfI1n39Bzpi2xH
r,2377.9000000953674,anxiety,threat,1,R_4DfI1n39Bzpi2xH
r,1087.7000000476837,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,1057.2999999523163,positive,threat,1,R_4DfI1n39Bzpi2xH
r,1361.1000000238419,depression,threat,1,R_4DfI1n39Bzpi2xH
u,1867.6000000238419,anxiety,threat,0,R_4DfI1n39Bzpi2xH
u,1899.6000000238419,positive,benign,0,R_4DfI1n39Bzpi2xH
r,1313.8999999761581,positive,threat,1,R_4DfI1n39Bzpi2xH
r,1975.4000000953674,positive,threat,1,R_4DfI1n39Bzpi2xH
u,1696.3999999761581,depression,threat,0,R_4DfI1n39Bzpi2xH
r,704.6999999284744,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,698.5,positive,benign,1,R_4DfI1n39Bzpi2xH
r,882.1000000238419,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1037.1000000238419,depression,threat,1,R_4DfI1n39Bzpi2xH
r,1365.0,positive,benign,1,R_4DfI1n39Bzpi2xH
r,1273.3999999761581,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1514.2999999523163,anxiety,threat,1,R_4DfI1n39Bzpi2xH
r,1648.3000000715256,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,737.6000000238419,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,916.1000000238419,positive,benign,1,R_4DfI1n39Bzpi2xH
u,1086.8000000715256,anxiety,threat,0,R_4DfI1n39Bzpi2xH
u,1056.6000000238419,anxiety,threat,0,R_4DfI1n39Bzpi2xH
r,1144.7000000476837,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1043.8999999761581,anxiety,threat,1,R_4DfI1n39Bzpi2xH
u,1607.2999999523163,positive,benign,0,R_4DfI1n39Bzpi2xH
r,465.10000002384186,positive,threat,1,R_4DfI1n39Bzpi2xH
r,603.7000000476837,positive,benign,1,R_4DfI1n39Bzpi2xH
r,576.6000000238419,positive,benign,1,R_4DfI1n39Bzpi2xH
r,1108.3000000715256,positive,threat,1,R_4DfI1n39Bzpi2xH
u,1811.2999999523163,anxiety,threat,0,R_4DfI1n39Bzpi2xH
r,1801.0,depression,threat,1,R_4DfI1n39Bzpi2xH
r,1552.8999999761581,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,504.59999990463257,positive,benign,1,R_4DfI1n39Bzpi2xH
r,768.2000000476837,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1289.2999999523163,depression,benign,1,R_4DfI1n39Bzpi2xH
r,1323.3999999761581,depression,threat,1,R_4DfI1n39Bzpi2xH
r,1081.5,depression,benign,1,R_4DfI1n39Bzpi2xH
r,707.1000000238419,depression,benign,1,R_4DfI1n39Bzpi2xH
r,519.7000000476837,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,448.60000002384186,positive,threat,1,R_4DfI1n39Bzpi2xH
u,657.7999999523163,positive,threat,0,R_4DfI1n39Bzpi2xH
r,841.3000000715256,depression,benign,1,R_4DfI1n39Bzpi2xH
u,1175.2999999523163,anxiety,threat,0,R_4DfI1n39Bzpi2xH
r,940.4000000953674,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,896.3000000715256,anxiety,benign,1,R_4DfI1n39Bzpi2xH
r,803.1999999284744,positive,threat,1,R_4DfI1n39Bzpi2xH
u,412.60000002384186,anxiety,threat,0,R_4DfI1n39Bzpi2xH
u,617.2999999523163,depression,threat,0,R_4DfI1n39Bzpi2xH
u,721.7999999523163,depression,threat,0,R_4DfI1n39Bzpi2xH
r,1080.0,depression,threat,1,R_9emki3uWpm88jEt
r,856.3999999761581,positive,benign,1,R_9emki3uWpm88jEt
r,965.1999999284744,anxiety,benign,1,R_9emki3uWpm88jEt
r,2102.100000023842,anxiety,threat,1,R_9emki3uWpm88jEt
r,760.3999999761581,anxiety,threat,1,R_9emki3uWpm88jEt
r,801.3999999761581,anxiety,threat,1,R_9emki3uWpm88jEt
r,1404.5,positive,benign,1,R_9emki3uWpm88jEt
r,923.4000000953674,depression,benign,1,R_9emki3uWpm88jEt
r,1030.7000000476837,depression,benign,1,R_9emki3uWpm88jEt
r,2236.7999999523163,positive,benign,1,R_9emki3uWpm88jEt
r,1526.5,depression,threat,1,R_9emki3uWpm88jEt
r,1768.1000000238419,anxiety,benign,1,R_9emki3uWpm88jEt
r,819.7000000476837,positive,threat,1,R_9emki3uWpm88jEt
r,1368.7000000476837,depression,threat,1,R_9emki3uWpm88jEt
r,1765.3999999761581,anxiety,benign,1,R_9emki3uWpm88jEt
r,1406.3999999761581,positive,benign,1,R_9emki3uWpm88jEt
r,1260.0,anxiety,benign,1,R_9emki3uWpm88jEt
r,1126.6000000238419,anxiety,benign,1,R_9emki3uWpm88jEt
u,2160.600000023842,positive,threat,0,R_9emki3uWpm88jEt
r,1784.0,depression,threat,1,R_9emki3uWpm88jEt
r,693.7000000476837,anxiety,threat,1,R_9emki3uWpm88jEt
r,720.5,depression,threat,1,R_9emki3uWpm88jEt
r,1085.7000000476837,anxiety,threat,1,R_9emki3uWpm88jEt
r,643.6000000238419,anxiety,threat,1,R_9emki3uWpm88jEt
r,707.7000000476837,depression,benign,1,R_9emki3uWpm88jEt
r,915.7000000476837,positive,threat,1,R_9emki3uWpm88jEt
r,1396.8999999761581,positive,threat,1,R_9emki3uWpm88jEt
r,663.7999999523163,positive,threat,1,R_9emki3uWpm88jEt
r,1857.5,anxiety,threat,1,R_9emki3uWpm88jEt
r,1695.1000000238419,depression,threat,1,R_9emki3uWpm88jEt
r,541.8999999761581,positive,threat,1,R_9emki3uWpm88jEt
r,711.6000000238419,anxiety,threat,1,R_9emki3uWpm88jEt
r,636.1000000238419,anxiety,benign,1,R_9emki3uWpm88jEt
r,400.0,anxiety,benign,1,R_9emki3uWpm88jEt
r,946.1000000238419,positive,benign,1,R_9emki3uWpm88jEt
r,1048.5,positive,benign,1,R_9emki3uWpm88jEt
r,956.3999999761581,depression,benign,1,R_9emki3uWpm88jEt
r,929.4000000953674,anxiety,threat,1,R_9emki3uWpm88jEt
r,662.8999999761581,depression,benign,1,R_9emki3uWpm88jEt
r,743.0,anxiety,benign,1,R_9emki3uWpm88jEt
r,728.2999999523163,depression,threat,1,R_9emki3uWpm88jEt
r,632.5,depression,benign,1,R_9emki3uWpm88jEt
r,613.2999999523163,depression,benign,1,R_9emki3uWpm88jEt
r,590.2999999523163,positive,threat,1,R_9emki3uWpm88jEt
r,587.7000000476837,depression,benign,1,R_9emki3uWpm88jEt
r,631.2999999523163,positive,benign,1,R_9emki3uWpm88jEt
r,553.8000000715256,depression,benign,1,R_9emki3uWpm88jEt
r,572.8999999761581,positive,benign,1,R_9emki3uWpm88jEt
r,567.3999999761581,depression,threat,1,R_9emki3uWpm88jEt
r,539.0,positive,threat,1,R_9emki3uWpm88jEt
r,576.5999999046326,anxiety,benign,1,R_9emki3uWpm88jEt
r,515.3999999761581,positive,threat,1,R_9emki3uWpm88jEt
r,453.39999997615814,positive,benign,1,R_9emki3uWpm88jEt
r,1011.8999999761581,depression,threat,1,R_9emki3uWpm88jEt
r,2139.400000002235,depression,benign,1,R_9gLQpOlUhCZbZf0
r,1217.800000000745,depression,benign,1,R_9gLQpOlUhCZbZf0
r,1477.800000000745,anxiety,benign,1,R_9gLQpOlUhCZbZf0
r,1296.0,anxiety,threat,1,R_9gLQpOlUhCZbZf0
u,1542.699999999255,depression,threat,0,R_9gLQpOlUhCZbZf0
r,1075.9000000022352,anxiety,benign,1,R_9gLQpOlUhCZbZf0
u,969.6000000014901,depression,threat,0,R_9gLQpOlUhCZbZf0
r,1178.699999999255,positive,threat,1,R_9gLQpOlUhCZbZf0
u,2137.699999999255,anxiety,threat,0,R_9gLQpOlUhCZbZf0
r,2018.5999999977648,positive,threat,1,R_9gLQpOlUhCZbZf0
u,1229.5,anxiety,threat,0,R_9gLQpOlUhCZbZf0
u,1729.1000000014901,positive,benign,0,R_9gLQpOlUhCZbZf0
u,1745.699999999255,positive,benign,0,R_9gLQpOlUhCZbZf0
u,1111.8999999985099,depression,benign,0,R_9gLQpOlUhCZbZf0
u,1215.4000000022352,depression,benign,0,R_9gLQpOlUhCZbZf0
u,1149.5,anxiety,threat,0,R_9gLQpOlUhCZbZf0
r,957.6999999992549,positive,benign,1,R_9gLQpOlUhCZbZf0
r,889.3999999985099,depression,threat,1,R_9gLQpOlUhCZbZf0
r,1094.8999999985099,anxiety,benign,1,R_9gLQpOlUhCZbZf0
u,2266.699999999255,anxiety,threat,0,R_9gLQpOlUhCZbZf0
r,1340.6000000014901,positive,threat,1,R_9gLQpOlUhCZbZf0
u,1271.800000000745,depression,threat,0,R_9gLQpOlUhCZbZf0
u,1507.300000000745,anxiety,threat,0,R_9gLQpOlUhCZbZf0
u,1650.699999999255,positive,benign,0,R_9gLQpOlUhCZbZf0
r,1636.699999999255,depression,threat,1,R_9gLQpOlUhCZbZf0
r,941.5999999977648,depression,benign,1,R_9gLQpOlUhCZbZf0
r,1182.5,positive,benign,1,R_9gLQpOlUhCZbZf0
r,1027.7000000029802,depression,benign,1,R_9gLQpOlUhCZbZf0
r,1042.800000000745,positive,threat,1,R_9gLQpOlUhCZbZf0
u,2024.0,depression,threat,0,R_9gLQpOlUhCZbZf0
r,1350.300000000745,positive,threat,1,R_9gLQpOlUhCZbZf0
r,873.1999999992549,depression,benign,1,R_9gLQpOlUhCZbZf0
u,907.0999999977648,depression,benign,0,R_9gLQpOlUhCZbZf0
r,1466.7000000029802,depression,threat,1,R_9gLQpOlUhCZbZf0
u,987.6000000014901,anxiety,threat,0,R_9gLQpOlUhCZbZf0
r,1368.6000000014901,depression,benign,1,R_9gLQpOlUhCZbZf0
r,863.8000000007451,anxiety,threat,1,R_9gLQpOlUhCZbZf0
u,1008.8999999985099,anxiety,benign,0,R_9gLQpOlUhCZbZf0
r,945.8000000007451,depression,threat,1,R_9gLQpOlUhCZbZf0
u,881.6000000014901,positive,benign,0,R_9gLQpOlUhCZbZf0
r,1592.9000000022352,anxiety,benign,1,R_9gLQpOlUhCZbZf0
u,1092.5,depression,threat,0,R_9gLQpOlUhCZbZf0
r,622.9000000022352,anxiety,benign,1,R_9gLQpOlUhCZbZf0
r,638.6000000014901,anxiety,benign,1,R_9gLQpOlUhCZbZf0
u,1100.3999999985099,anxiety,benign,0,R_9gLQpOlUhCZbZf0
r,624.3999999985099,anxiety,threat,1,R_9gLQpOlUhCZbZf0
r,1335.699999999255,positive,benign,1,R_9gLQpOlUhCZbZf0
u,862.5,anxiety,benign,0,R_9gLQpOlUhCZbZf0
u,879.8000000007451,positive,threat,0,R_9gLQpOlUhCZbZf0
r,812.8999999985099,positive,benign,1,R_9gLQpOlUhCZbZf0
u,715.6000000014901,positive,threat,0,R_9gLQpOlUhCZbZf0
u,913.6000000014901,positive,threat,0,R_9gLQpOlUhCZbZf0
r,1878.0,positive,threat,1,R_9gLQpOlUhCZbZf0
r,1697.800000000745,positive,benign,1,R_9gLQpOlUhCZbZf0
r,1523.4000000357628,depression,benign,1,R_91tsT1u49aBUhks
r,706.0,anxiety,benign,1,R_91tsT1u49aBUhks
r,1981.6000000238419,depression,threat,1,R_91tsT1u49aBUhks
r,826.9000000357628,positive,threat,1,R_91tsT1u49aBUhks
u,1233.3999999761581,anxiety,threat,0,R_91tsT1u49aBUhks
u,1185.0,depression,threat,0,R_91tsT1u49aBUhks
r,1282.300000011921,depression,threat,1,R_91tsT1u49aBUhks
r,882.7999999523163,positive,benign,1,R_91tsT1u49aBUhks
r,757.5,positive,threat,1,R_91tsT1u49aBUhks
r,585.8000000119209,anxiety,benign,1,R_91tsT1u49aBUhks
r,673.3999999761581,depression,benign,1,R_91tsT1u49aBUhks
r,586.1999999880791,depression,benign,1,R_91tsT1u49aBUhks
r,735.8000000119209,depression,benign,1,R_91tsT1u49aBUhks
r,645.3999999761581,positive,benign,1,R_91tsT1u49aBUhks
r,603.6999999880791,depression,threat,1,R_91tsT1u49aBUhks
r,559.8999999761581,depression,benign,1,R_91tsT1u49aBUhks
u,1140.199999988079,depression,benign,0,R_91tsT1u49aBUhks
u,896.6000000238419,anxiety,benign,0,R_91tsT1u49aBUhks
r,1170.5999999642372,anxiety,threat,1,R_91tsT1u49aBUhks
r,618.3000000119209,depression,threat,1,R_91tsT1u49aBUhks
u,822.0,anxiety,benign,0,R_91tsT1u49aBUhks
r,938.1000000238419,positive,benign,1,R_91tsT1u49aBUhks
r,518.6000000238419,positive,threat,1,R_91tsT1u49aBUhks
r,913.5999999642372,depression,threat,1,R_91tsT1u49aBUhks
u,949.1999999880791,positive,benign,0,R_91tsT1u49aBUhks
r,795.8000000119209,positive,benign,1,R_91tsT1u49aBUhks
r,799.2999999523163,positive,benign,1,R_91tsT1u49aBUhks
r,814.1999999880791,positive,threat,1,R_91tsT1u49aBUhks
r,359.19999998807907,positive,threat,1,R_91tsT1u49aBUhks
r,1110.0,depression,benign,1,R_91tsT1u49aBUhks
r,1313.800000011921,anxiety,threat,1,R_91tsT1u49aBUhks
r,789.2999999523163,depression,benign,1,R_91tsT1u49aBUhks
r,545.4000000357628,positive,threat,1,R_91tsT1u49aBUhks
r,1625.5,depression,benign,1,R_91tsT1u49aBUhks
r,840.5,anxiety,benign,1,R_91tsT1u49aBUhks
r,794.6999999880791,anxiety,benign,1,R_91tsT1u49aBUhks
u,889.8000000119209,positive,benign,0,R_91tsT1u49aBUhks
u,1172.699999988079,anxiety,threat,0,R_91tsT1u49aBUhks
u,1280.5,positive,threat,0,R_91tsT1u49aBUhks
r,610.6999999880791,anxiety,benign,1,R_91tsT1u49aBUhks
r,687.6000000238419,depression,threat,1,R_91tsT1u49aBUhks
r,707.3000000119209,positive,threat,1,R_91tsT1u49aBUhks
u,924.1000000238419,anxiety,threat,0,R_91tsT1u49aBUhks
r,968.5,anxiety,threat,1,R_91tsT1u49aBUhks
r,469.80000001192093,anxiety,threat,1,R_91tsT1u49aBUhks
r,708.3000000119209,anxiety,threat,1,R_91tsT1u49aBUhks
r,450.7999999523163,positive,benign,1,R_91tsT1u49aBUhks
r,541.6000000238419,anxiety,benign,1,R_91tsT1u49aBUhks
r,678.3000000119209,positive,threat,1,R_91tsT1u49aBUhks
u,501.4000000357628,positive,benign,0,R_91tsT1u49aBUhks
r,532.8000000119209,depression,threat,1,R_91tsT1u49aBUhks
r,417.0999999642372,anxiety,threat,1,R_91tsT1u49aBUhks
u,985.5,depression,threat,0,R_91tsT1u49aBUhks
u,1266.0,positive,benign,0,R_9LAP8tEg6HUmoat
u,1099.0,anxiety,threat,0,R_9LAP8tEg6HUmoat
r,1238.0,positive,threat,1,R_9LAP8tEg6HUmoat
u,1189.0,depression,benign,0,R_9LAP8tEg6HUmoat
r,1440.0,positive,threat,1,R_9LAP8tEg6HUmoat
u,1782.0,depression,threat,0,R_9LAP8tEg6HUmoat
u,920.0,depression,threat,0,R_9LAP8tEg6HUmoat
r,1092.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
u,2495.0,depression,threat,0,R_9LAP8tEg6HUmoat
r,2638.0,anxiety,benign,1,R_9LAP8tEg6HUmoat
u,1484.0,anxiety,benign,0,R_9LAP8tEg6HUmoat
u,1306.0,positive,benign,0,R_9LAP8tEg6HUmoat
r,1397.0,depression,threat,1,R_9LAP8tEg6HUmoat
u,2446.0,depression,threat,0,R_9LAP8tEg6HUmoat
r,1116.0,depression,benign,1,R_9LAP8tEg6HUmoat
r,1166.0,anxiety,benign,1,R_9LAP8tEg6HUmoat
u,1237.0,positive,benign,0,R_9LAP8tEg6HUmoat
r,1162.0,positive,threat,1,R_9LAP8tEg6HUmoat
r,1079.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
u,2592.0,anxiety,benign,0,R_9LAP8tEg6HUmoat
r,1121.0,depression,benign,1,R_9LAP8tEg6HUmoat
u,1048.0,depression,benign,0,R_9LAP8tEg6HUmoat
u,912.0,depression,benign,0,R_9LAP8tEg6HUmoat
u,1318.0,depression,benign,0,R_9LAP8tEg6HUmoat
u,2538.0,positive,benign,0,R_9LAP8tEg6HUmoat
r,1018.0,positive,threat,1,R_9LAP8tEg6HUmoat
u,1371.0,anxiety,benign,0,R_9LAP8tEg6HUmoat
r,1099.0,anxiety,benign,1,R_9LAP8tEg6HUmoat
r,1703.0,positive,benign,1,R_9LAP8tEg6HUmoat
u,1082.0,anxiety,benign,0,R_9LAP8tEg6HUmoat
r,1265.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
r,1115.0,anxiety,benign,1,R_9LAP8tEg6HUmoat
r,1127.0,positive,threat,1,R_9LAP8tEg6HUmoat
u,923.0,positive,benign,0,R_9LAP8tEg6HUmoat
r,1354.0,depression,threat,1,R_9LAP8tEg6HUmoat
r,1286.0,depression,benign,1,R_9LAP8tEg6HUmoat
u,1155.0,anxiety,threat,0,R_9LAP8tEg6HUmoat
r,1357.0,positive,threat,1,R_9LAP8tEg6HUmoat
r,1462.0,depression,threat,1,R_9LAP8tEg6HUmoat
r,2097.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
u,1248.0,depression,benign,0,R_9LAP8tEg6HUmoat
r,1643.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
r,1263.0,positive,benign,1,R_9LAP8tEg6HUmoat
r,1650.0,depression,threat,1,R_9LAP8tEg6HUmoat
r,1902.0,anxiety,threat,1,R_9LAP8tEg6HUmoat
u,1204.0,positive,threat,0,R_9LAP8tEg6HUmoat
u,1417.0,positive,threat,0,R_9LAP8tEg6HUmoat
r,1778.0,depression,threat,1,R_9LAP8tEg6HUmoat
r,1226.0,positive,benign,1,R_9LAP8tEg6HUmoat
r,1341.0,depression,benign,1,R_9LAP8tEg6HUmoat
u,1083.0,anxiety,benign,0,R_9LAP8tEg6HUmoat
u,1198.0,positive,threat,0,R_9LAP8tEg6HUmoat
r,1243.0,positive,benign,1,R_9LAP8tEg6HUmoat
u,1229.5999999046326,positive,threat,0,R_4GCVAoEofofJmxX
u,1051.1999998092651,anxiety,benign,0,R_4GCVAoEofofJmxX
r,1022.1000003814697,positive,threat,1,R_4GCVAoEofofJmxX
r,1325.9000000953674,anxiety,threat,1,R_4GCVAoEofofJmxX
r,1021.9000000953674,positive,benign,1,R_4GCVAoEofofJmxX
u,1016.0999999046326,positive,benign,0,R_4GCVAoEofofJmxX
r,759.5999999046326,positive,threat,1,R_4GCVAoEofofJmxX
u,1350.5,positive,threat,0,R_4GCVAoEofofJmxX
u,1228.6999998092651,depression,benign,0,R_4GCVAoEofofJmxX
r,734.0999999046326,anxiety,threat,1,R_4GCVAoEofofJmxX
r,678.5999999046326,positive,threat,1,R_4GCVAoEofofJmxX
r,703.4000000953674,depression,benign,1,R_4GCVAoEofofJmxX
r,671.5,depression,benign,1,R_4GCVAoEofofJmxX
u,1106.1000003814697,anxiety,benign,0,R_4GCVAoEofofJmxX
u,903.3000001907349,depression,benign,0,R_4GCVAoEofofJmxX
r,673.8000001907349,depression,threat,1,R_4GCVAoEofofJmxX
r,757.9000000953674,anxiety,benign,1,R_4GCVAoEofofJmxX
r,804.7999997138977,anxiety,threat,1,R_4GCVAoEofofJmxX
u,925.2999997138977,positive,benign,0,R_4GCVAoEofofJmxX
r,1096.0999999046326,positive,benign,1,R_4GCVAoEofofJmxX
r,798.0,anxiety,benign,1,R_4GCVAoEofofJmxX
r,1360.5,depression,threat,1,R_4GCVAoEofofJmxX
r,705.1999998092651,positive,benign,1,R_4GCVAoEofofJmxX
